f;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
blood_staff_improve_province_desc;Send out some magic guards to rout the thieves and smugglers that infest this province.;;;;;;;;;;;;;x
blood_staff_improve_province_power_desc;Enables §Gright-clicking§! the title shield of a Blood Elf culture province to remove negative modifiers.;;;;;;;;;;;;;x
blood_staff_induct_descendant;Induct Descendant;;;;;;;;;;;;;x
blood_staff_induct_descendant_desc;Attempt to induct this character into [From.Society.GetName]. [Root.GetHerHisCap] opinion of you will no doubt influence [Root.GetHerHis] decision...;;;;;;;;;;;;;x
# tooltips;;;;;;;;;;;;;;
write_magic_theory_cooldown_timer_tooltip;Has NOT writed magic books recently;;;;;;;;;;;;;x
artefact_hunt_cooldown_timer_tooltip;Has NOT searched for artifacts recently;;;;;;;;;;;;;x
resist_fel_decision_necessary_tooltip;Has trait that can be resisted;;;;;;;;;;;;;x
resist_fel_decision_cooldown_timer_tooltip;Has NOT resisted fel recently;;;;;;;;;;;;;x
induct_descendant_not_in_society_tooltip;Shows no interest in joining a Society;;;;;;;;;;;;;x
blood_staff_grimoire_of_protection_writing;Write copy of Grimoire of Protection;;;;;;;;;;;;;x
blood_staff_grimoire_of_blood_writing;Write copy of Grimoire of Blood;;;;;;;;;;;;;x
blood_staff_grimoire_of_fel_writing;Write copy of Grimoire of Fel;;;;;;;;;;;;;x
blood_staff_grimoire_of_shadow_writing;Write copy of Grimoire of Shadow;;;;;;;;;;;;;x
blood_staff_grimoire_of_souls_writing;Write copy of Grimoire of Souls;;;;;;;;;;;;;x
blood_staff_artefact_tier_1_tt;Search for a low-quality artifact with a moderate chance of failure.;;;;;;;;;;;;;x
blood_staff_artefact_tier_2_tt;Search for a medium-quality artifact with a small chance of failure.;;;;;;;;;;;;;x
blood_staff_artefact_tier_3_tt;Search for a high-quality artifact with no chance of failure.;;;;;;;;;;;;;x
blood_staff_tattoo_martial_tooltip;Prepare incense to boost §YMartial§!. Possible side effects include gigantism.;;;;;;;;;;;;;x
blood_staff_tattoo_intrigue_tooltip;Prepare incense to boost §YIntrigue§!. Possible side effects include paranoia.;;;;;;;;;;;;;x
blood_staff_tattoo_learning_tooltip;Prepare incense to boost §YLearning§!. Possible side effects include headaches.;;;;;;;;;;;;;x
blood_staff_tattoo_fertility_tooltip;Prepare incense to boost §YFertility§!. Possible side effects include hypersexuality.;;;;;;;;;;;;;x
BLOODMAGE_decipher_success_tooltip;You make progress in deciphering the ancient scroll.;;;;;;;;;;;;;x
BLOODMAGE_decipher_setback_tooltip;You struggle to make progress in deciphering the ancient scroll.;;;;;;;;;;;;;x
BLOODMAGE_decipher_failure_tooltip;You suffer a major setback in deciphering the ancient scroll.;;;;;;;;;;;;;x
# triggered events;;;;;;;;;;;;;;
#This event is for joining;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_102;Blood Staff magic association welcome you. We use some magic theories about life, fel, void, blood and souls. This is for power. For Quel'Thalas. As such, you are entitled to join [From.Society.GetName] and learn more about forbidden magic. All hail Kael'thas, All hail Quel'Thalas.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_102;Tell me more about blood magic...;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_102;This is fel magic.;;;;;;;;;;;;;x
# stat pooling;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_700;Although you have yet to be formally inducted into The Blood Staff, you have been training and honing your abilities. Decoding cyphers, eavesdropping, learning how to move silently without being followed, there are many such necessities when operating in a secret society.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_700;Every new skill brings me closer to the truth.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_700;I'm not cut out for this...;;;;;;;;;;;;;x
# induct descendant;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_131;[Root.GetSocietyRank] [Root.GetFirstName],\n\nThe time has come for us to expand our influence. It has not escaped our notice that your descendants have the same blood magic heritage as you. Induct one of them into [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_134;[Root.GetSocietyRank] [Root.GetFirstName],\n\nYour success in inducting a new member into the society has been noted. They show much promise and will make a valuable contribution to [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_134;My legacy shall endure for all time.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_800;With great care, you scribe a letter to [new_recruit.GetFirstName]. You are sure to include several reasons that [From.GetSubjectPronoun] should take this invitation seriously, as well as detailed instructions on how to contact [Root.Society.GetName]. You then send the letter on its way, leaving no indication of your involvement.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_800;Now we wait.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_801;A letter arrived for you today from an unknown sender. Opening it in private, you discover that it seems to be a personal invitation to join a secret society calling themselves [From.Society.GetName]. Enclosed are instructions on how to respond if you so choose.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_801;Send the reply as instructed.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_801;Destroy it before anybody else sees it.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_802;Already the letter you sent to [From.GetFirstName] is bearing fruits. Your agents report that [From.GetSubjectPronoun] has delivered a reply indicating an expression of interest to [Root.Society.GetName].;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_802;Excellent.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_803;It seems the letter you sent to [From.GetFirstName] was for nothing. There has been no reply of any kind.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_803;I was a fool to think [From.GetSubjectPronoun] could be trusted.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_804;Arranging for some private time with [new_recruit.GetFirstName], you secretly bring along several other blood mages [From.GetPossPronoun] age, encouraging them to have fun playing in the secluded garden you have set aside for this encounter.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_804;This shall be a special memory for [From.GetObjectPronoun].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_805;Today one of your relatives brought you to a small grove where there were two blood mages waiting for you. For hours the three of you played and roughhoused in the secluded clearing.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_805;Yay! These blood mages are fun!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_805;They are far too rough for me...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_806;The blood mages gathering you arranged for [From.GetFirstName] was a great success. Once [From.GetSubjectPronoun] and the blood mages had settled down after a few hours of play, you take [From.GetFirstName] aside and explain the nature of [Root.Society.GetName], as well as the importance of secrecy.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_806;Welcome to your people, [From.GetFirstName].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_807;Despite your best efforts, [From.GetFirstName] did not enjoy [From.GetPossPronoun] time with the other blood mages, who played far too rough for [From.GetObjectPronoun].;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_807;Those darn disciples!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_808;Having gained access to your [new_recruit.GetFirstName]'s bedchamber, you open up an old story book filled with all manner of fables and legends. Illuminated by the soft glow of a candle, you read a tale to [new_recruit.GetFirstName], enthralling [new_recruit.GetObjectPronoun] with a story about a powerful mage that rescued a demon hunter girl from a tyrannical druid.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_808;Once upon a time, there lived a beautiful demon hunter girl...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_809;Last night one of your relatives showed up and read to you a story from an old elf book... It was about a beautiful demon hunter girl, an evil druid... and a powerful mage who died for the demon hunter girl! After hearing the demon hunter girl's name, you 're sad to realize it 's a true story. Sad story about Illysanna...;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_809;I should find out more about demon magic!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_809;What a nightmare! Demon hunters are scary...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_810;[From.GetFirstName] is completely enraptured by your storytelling, hanging on your every word. Once you finish, you tell [From.GetObjectPronoun] to keep this story a secret, and to seek out the demon's magic once [From.GetSubjectPronoun] comes of age.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_810;[From.GetFirstName] will do me proud.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_811;As you read the storybook to [From.GetFirstName], you observe [From.GetObjectPronoun] visibly fidgeting and squirming. Pausing, you ask what is wrong, only for [From.GetObjectPronoun] to start tearing up, terrified at the very thought of demon's magic.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_811;And it was my best story too!;;;;;;;;;;;;;x
# resist fel;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_141;[Root.GetSocietyRank] [Root.GetFirstName],\n\nAs you know, many label us as evil and immoral mages. Why should we validate these accusations by harbouring abhorrent and unstable tendencies? We would like you to meditate for a time and purge your soul of fel corruption.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_144;[Root.GetSocietyRank] [Root.GetFirstName],\n\nIt pleases [Root.Society.GetName] to see your spirit purified and uplifted after your recent meditation. Such efforts help pave the way for future acceptance of blood magic and our destiny.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_144;Fel just energy like arcane [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_250;Magic is my instrument. It 's not a gift from the gods or a fanaticism of priest. This is my art, which has been reinforced by my effort! Forbidden magic? What fools came up with that word. With diligent meditation, consultation of [Root.Religion.GetScriptureName] and deep thought I will be able to manipulate the darkness that lies within fel magic.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_250;My story just begins.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_252;After several weeks dedicated to my meditation, I feel I am ready to direct my efforts towards resolving my inner conflict in a specific area.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_252;A magician who 's afraid of fel magic is weak. Warlock without ambition is worm.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_252;I must learn to restrain my cravings.;;;;;;;;;;;;;x
EVTOPTC_BLOODMAGE_252;Get out of my head demons!;;;;;;;;;;;;;x
EVTOPTD_BLOODMAGE_252;These dark thoughts are holding me back!;;;;;;;;;;;;;x
EVTOPTE_BLOODMAGE_252;I shall strive to serve Quel'thalas as a pious blood mage.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_253;It seems that word has got to [Root.Society.GetName] that I did not perform the meditation they expected of me.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_253;What's with them anyway? There's nothing wrong with me.;;;;;;;;;;;;;x
# amass wealth;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_151;[Root.GetSocietyRank] [Root.GetFirstName],\n\nDo you ignore arcane energy? Amass a hoard of arcane energy immediately so that you cease to be an embarrassment to [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_152;After several years of effort your ritual is finally complete. As the final step that will make you more stronger, you feel a rising energy within you, knowing that so much arcane energy is all yours to use or admire as you see fit.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_152;No one can stop me now!;;;;;;;;;;;;;x
# convert province;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE230;The majority of the population in [From.GetName] have embraced [Root.Culture.GetName] culture.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE231;Elves have been spotted killing discordant people [From.GetName]! Strangely, the majority of the population have chosen to welcome their new [FromFrom.Culture.GetName] overlords, leaving only a token resistance that has since gone to ground.;;;;;;;;;;;;;x
# improve province;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE280;The title of [Root.GetSocietyRank] certainly has its perks. With only a suggestion, the Mages that inhabit [From.GetName] razed every thieves guild and robber hideout in sight. Already the commoners feel safer knowing the lawless elements have been purged from the region.;;;;;;;;;;;;;x
# intrigue focus;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_161;[Root.GetSocietyRank] [Root.GetFirstName],\n\nIt has been brought to our attention that you are perhaps not spending the appropriate effort on matters of intrigue. We would like to encourage you to set aside matters of state and focus on covering your tracks from any would-be pursuers.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_164;[Root.GetSocietyRank] [Root.GetFirstName],\n\nWe are happy to hear that you have devoted your time to matters of intrigue. May the coming years of secrecy reward you with a longer life than those who would seek to harm [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_164;Nobody shall be the wiser.;;;;;;;;;;;;;x
#blood mage;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_171;[Root.GetSocietyRank] [Root.GetFirstName],\n\nYou are ready to assume your true ambition. Embrace your destiny and be blood mage!\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_223;Everything has been leading up to this. Yet, at the critical moment, you hesitate. Fondling the reagens in your hands, thoughts rush through your mind. What will the courtiers think? How will the people react? A blood mage ruling over them?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_223;With a few choice words the people will embrace this change.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_223;Hire more guards to keep the peace.;;;;;;;;;;;;;x
EVTOPTC_BLOODMAGE_223;I cannot let such fears obstruct my destiny.;;;;;;;;;;;;;x
EVTOPTD_BLOODMAGE_223;Perhaps this is not the time...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_224;Having learned the theory of blood magic and many other forbidden schools of magic you were ready for a long time. The power, ambition and prosperity of the elf people is what drives you.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_224;Now you can feel blood in creatures!;;;;;;;;;;;;;x
# grand magister;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_300;[Root.GetSocietyRank] [Root.GetFirstName],\n\nYou are ready to assume your true ambition. Embrace your destiny and be grand magister!\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_303;Everything has been leading up to this. Yet, at the critical moment, you hesitate. Do I want that kind of responsibility?;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_303;Power and responsibility are quite a normal reward for the worthy.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_303;Perhaps this is not the time...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_304;Having learned the theory of blood magic and many other forbidden schools of magic you were ready for a long time. The power, ambition and prosperity of the elf people is what drives you.;;;;;;;;;;;;;x
