#CODE;RUSSIAN;;;;;;;;;;;;;x
#Make sure that this file in encoded in ANSI;;;;;;;;;;;;;;
#Название сообщества;;;;;;;;;;;;;;
quest_blood_staff_intrigue_focus_desc;В то время как многие маги охраняют свои секреты и изучают новые заклинания, наступает время, когда даже самые усердные должны сосредоточиться на том, чтобы оставаться на один шаг впереди потенциальных соперников. Вам пора сосредоточиться на интриге.;;;;;;;;;;;;;x
quest_blood_staff_intrigue_focus_tooltip;Для завершения этой миссии, выберете §Y'Интригу'§! как фокус для вашего персонажа.;;;;;;;;;;;;;x
quest_blood_staff_amass_wealth;Накопить Тайную Энергию;;;;;;;;;;;;;x
quest_blood_staff_amass_wealth_desc;Энергия очень важна для магов. Наш путь это власть и поиск новых знаний. Сделай все необходмое чтобы заполнить свою лабораторию тайными кристаллами.;;;;;;;;;;;;;x
quest_blood_staff_amass_wealth_tooltip;Для выполнения миссии, накопи 500 золота и выбери §Y'Накопить Тайную Энергию'§! В меню интриги.;;;;;;;;;;;;;x
quest_blood_staff_become_grand_magister;Стать Великим Магистром!;;;;;;;;;;;;;x
quest_blood_staff_become_grand_magister_desc;Этот день наступил. Сможешь ли ты защитить Кельталас и его жителей от врагов? Доказать что твоя магическая сила и знания могут соперничать с великой Азшарой? Синии драконы лишь жилкие рептилии. Люди не способны достичь такой силы. Уверен что готов взять на себя ответсвенность за Кельталас?;;;;;;;;;;;;;x
quest_blood_staff_become_grand_magister_tooltip;Для выполнения миссии выбери §Y'Стать Великим Магистром!'§! В меню интриги.;;;;;;;;;;;;;x
quest_blood_staff_become_blood_mage;Стать Магом Крови!;;;;;;;;;;;;;x
quest_blood_staff_become_blood_mage_desc;Все что ты делал на протижении многих лет привело тебя к этому моменту. Ты готов раскрыть свои истинные амбиции.;;;;;;;;;;;;;x
quest_blood_staff_become_blood_mage_tooltip;Для выполнения миссии выбери §Y'Стать Магом Крови!'§! В меню интриги.;;;;;;;;;;;;;x
quest_blood_staff_resist_evil;Сопротивляться Скверне!;;;;;;;;;;;;;x
quest_blood_staff_resist_evil_desc;Кровавых магов считают злодеями и избегают. Зачем подтверждать их догадки и становится безумным идиотом? Ты должен очистить свой разум медитациями и быть чистым перед [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
quest_blood_staff_resist_evil_tooltip;Для выполнения миссии выбери §Y'Сопротивляться Скверне!'§! В меню интриги.;;;;;;;;;;;;;x
quest_blood_staff_decipher_secrets;Расшифруйте Тайны!;;;;;;;;;;;;;x
quest_blood_staff_decipher_secrets_desc;История эльфов длинная и наполненная тайнами. Многие секреты и силы спрятанны в древних книгах, нам остается лишь найти эти скрытые знания. [Root.Society.GetName] дал тебе зашифрованный свиток. Расшифруй его и получи его секреты, знания будут твои если ты преуспеешь.;;;;;;;;;;;;;x
quest_blood_staff_decipher_secrets_tooltip;Для завершения этой миссии необходимо тщательно изучать предоставленный свиток, чтобы раскрыть новые идеи касательно магии.;;;;;;;;;;;;;x
# решения;;;;;;;;;;;;;;
blood_staff_prolong_life;Продлить Жизнь;;;;;;;;;;;;;x
blood_staff_prolong_life_desc;Поглотить энергию жизни природы для продления собственной жизни.;;;;;;;;;;;;;x
blood_staff_prolong_life_power_desc;Разрешает §Gправый-клик§! на портрете персонажей, для возможности омолодить , в замен на §Y[Root.Society.GetCurrency]§!. В зависимости от уровня класса мага вероятность меняется.;;;;;;;;;;;;;x
blood_staff_prolong_life_spell_tooltip;Используя магию крови вы можете добавить жизненой энергии живому организму.\nЭто сильное заклинание магии крови для омоложения.;;;;;;;;;;;;;x
blood_staff_life_purification_spell;Очистка Жизненной Энергии;;;;;;;;;;;;;x
blood_staff_life_purification_spell_desc;Очищение организма жизненно энергией с помощью магии крови.;;;;;;;;;;;;;x
blood_staff_life_purification_spell_power_desc;Разрешает §Gправый-клик§! на портрете персонажей, для возможности очистить организм, в замен на §Y[Root.Society.GetCurrency]§!. В зависимости от уровня класса мага вероятность меняется.;;;;;;;;;;;;;x
blood_staff_life_purification_spell_tooltip;Используя магию крови вы можете очистить организм от болезней и проклятий.\nЭто сильное заклинание магии крови для очистки организма.;;;;;;;;;;;;;x
blood_staff_jealousy_spell;Высосать жизнь;;;;;;;;;;;;;x
blood_staff_jealousy_spell_desc;Используя магию крови вы можете высосать немного жизненой энергии из врага.\nЭто сильное заклинание магии крови для ухудшения жизни врага и востановления маны.;;;;;;;;;;;;;x
blood_staff_jealousy_spell_power_desc;Разрешает §Gправый-клик§! на портрете персонажей, для возможности высосать жизнь, в замен на §Y[Root.Society.GetCurrency]§!. В зависимости от уровня класса мага вероятность меняется.;;;;;;;;;;;;;x
blood_staff_jealousy_spell_tooltip;Используя магию крови вы можете очистить организм от болезней и проклятий.\nЭто сильное заклинание магии крови для очистки организма.;;;;;;;;;;;;;x
blood_staff_summon_demon;Призвать Эредара;;;;;;;;;;;;;x
blood_staff_summon_demon_desc;Призвать эредара, эта талантливая в магии раса родившаяся на планете Аргус несколько тысячелетий назад.;;;;;;;;;;;;;x
blood_staff_write_magic_theory;Создать Гримуар;;;;;;;;;;;;;x
blood_staff_write_magic_theory_desc;Используя свои знания магии ты можешь написать магическую книгу которая будет синергией твоего изучения магии.;;;;;;;;;;;;;x
blood_staff_artefact_hunt;Искать Магические Артефакты;;;;;;;;;;;;;x
blood_staff_artefact_hunt_desc;Изучив древние свитки вы можете попытаться найти новый магический артефакт в древних руинах.;;;;;;;;;;;;;x
blood_staff_summon_demon_tooltip;Выбери демона которого ты хочешь призвать.;;;;;;;;;;;;;x
blood_staff_write_magic_theory_tooltip;Выбери область магии по которой вы хотите написать магическую книгу.;;;;;;;;;;;;;x
blood_staff_artefact_hunt_tooltip;Определи степень ресурсов которые ты готов потратить на поиск.\nУспех зависит от количества §Y[Root.Society.GetCurrency]§! инвестированных в поиски.;;;;;;;;;;;;;x
blood_staff_summon_demon_power_desc;Позволяет призвать демона в обмен на §Y[Root.Society.GetCurrency]§!. В зависимости от демона требуются разные артефакты.;;;;;;;;;;;;;x
blood_staff_write_magic_theory_power_desc;Позволяет написать магическую книгу в обмен на §Y[Root.Society.GetCurrency]§!. В зависимости от области изучения требуется разное количество инвистиций.;;;;;;;;;;;;;x
blood_staff_artefact_hunt_power_desc;Позволяет искать артефакты в руинах эльфов в обмен на §Y[Root.Society.GetCurrency]§!. Шанс успеха зависит от количества инвестиций §Y[Root.Society.GetCurrency]§!. Высшие или кровавые эльфы могут найти дополнительные артефакты.;;;;;;;;;;;;;x
blood_staff_magic_fortress;Построить Магический Форт;;;;;;;;;;;;;x
blood_staff_magic_fortress_desc;Начать строительство магического форта. Прекрасное место для хранения золота и магических артефактов…;;;;;;;;;;;;;x
blood_staff_magic_fortress_power_desc;Позволяет §Gправый-клик§! по любой територии с крепостью и это улучшает ее показатели прироста золота и рекрутов на 50 лет в обмен на §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;;;x
blood_staff_resist_fel;Сопротивляться Скверне!;;;;;;;;;;;;;x
blood_staff_resist_fel_desc;[Root.Society.GetName] всегда гордились своей ментальной силой, мы стремимся избавится от плохого влияния магии которое нас ослабляет.;;;;;;;;;;;;;x
blood_staff_resist_fel_tooltip;Посвятите свое время медитации для того чтобы избавится от стресса и безумия.;;;;;;;;;;;;;x
blood_staff_resist_fel_power_desc;Позволяет на короткое время уйти в уединение для устранения негативных признаков.;;;;;;;;;;;;;x
blood_staff_amass_wealth_complete;Все готово для начала ритуала;;;;;;;;;;;;;x
blood_staff_amass_wealth_complete_desc;С таким количеством энергии арканы в вашей лаборатории, вам будут завидовать даже синии драконы.;;;;;;;;;;;;;x
blood_staff_amass_wealth_complete_tooltip;Завершить §Y'Накопить Тайную Энергию'§! мисию.;;;;;;;;;;;;;x
blood_staff_master_of_flame;Изучить Демоническое Пламя;;;;;;;;;;;;;x
blood_staff_master_of_flame_desc;Ваши усердные исследования демонических магических секретов позволяют использовать новые магические способности на поле боя.;;;;;;;;;;;;;x
blood_staff_master_of_flame_power_desc;Позволяет §Gправый-клик§! по вашему портрету чтобы добавить специальный лидерский талант, в замен на §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;;;x
blood_staff_dragonheart;Наследие Талкиэля;;;;;;;;;;;;;x
blood_staff_dragonheart_desc;Изучение секретов магии скверны позволило связаться с сильной демонической сущностью. Его знания дали вам много преимуществ.;;;;;;;;;;;;;x
blood_staff_demonblood_power_desc;Позволяет §Gправый-клик§! на портрет вашего персонажа, для добавления модификатора персонажа, в замен на §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;;;x
blood_staff_become_grand_magister;Стать Великим Магистром;;;;;;;;;;;;;x
blood_staff_become_grand_magister_desc;Великий Магистр это титул традиционно принадлежащий талассийским магам. Это чрезвычайно высокое и престижное звание в Кель'Таласе, превосходящее даже генерал-рейнджеров Серебряной Луны . Как генерал-рейнджер, великий магистр является выборной должностью эльфийского общества.;;;;;;;;;;;;;x
blood_staff_become_grand_magister_tooltip;Стать Великим Магистром;;;;;;;;;;;;;x
blood_staff_become_grand_magister_passive;Великий Магистр;;;;;;;;;;;;;x
blood_staff_become_grand_magister_passive_power_desc;После достижения 5 ранга, твоя следущая миссия будет стать великим магистром.;;;;;;;;;;;;;x
blood_staff_become_blood_mage;Стать Магом Крови;;;;;;;;;;;;;x
blood_staff_become_blood_mage_desc;Все для чего вы работали годами, ведет к этому моменту. Вы наконец-то готовы раскрыть свои истинные амбиции.;;;;;;;;;;;;;x
blood_staff_become_blood_mage_tooltip;Стать Магом Крови;;;;;;;;;;;;;x
blood_staff_become_blood_mage_passive;Маг Крови;;;;;;;;;;;;;x
blood_staff_become_blood_mage_passive_power_desc;После достижения 3 ранга, твоя следущая миссия будет стать магом крови.;;;;;;;;;;;;;x
blood_staff_magic_tattoo;Нанести Магическую Руну;;;;;;;;;;;;;x
blood_staff_magic_tattoo_desc;Следуя древним инструкциям вы можете нанусти специальную магическую татуировку, которая расширит вашу умственную силу и способности. Побочные эффекты могут варьироваться от того какую руну выбрать...;;;;;;;;;;;;;x
blood_staff_magic_tattoo_power_desc;Позволяет §Gправый-клик§! на твоем портрете, для улучшения навыков Войны, Интриги, Обучаемости или Фертильность, в обмен на §Y[Root.Society.GetCurrency]§!. Шанс получения побочных эфектов зависит от интриги.;;;;;;;;;;;;;x
blood_staff_magic_tattoo_tooltip;Выберите руну и подготовьте инструменты для нанесения татуировки. \nШанс побочных эффектов зависит от Интриги.;;;;;;;;;;;;;x
blood_staff_culture_convert_county;Навязать културу Син'дорай;;;;;;;;;;;;;x
blood_staff_culture_convert_county_desc;Это время для [From.Society.GetName]. Мы возьмем землю и сделаем эту территорию доминионом Син'дорай.;;;;;;;;;;;;;x
blood_staff_culture_convert_county_power_desc;Позволяет §Gправый-клик§! для преоброзования культуры территории в культуру Син'дорай.;;;;;;;;;;;;;x
blood_staff_improve_province;Уничтожить Низших Оборванцев;;;;;;;;;;;;;x
blood_staff_improve_province_desc;Пошлите несколько магических гвардейцев чтобы уничтожить воров и контрабандистов, которые заражают эту провинцию своим вонючим присутствием.;;;;;;;;;;;;;x
blood_staff_improve_province_power_desc;Позволяет §Gправый-клик§! по щиту культуры провинции для того чтобы убрать негативные эффекты.;;;;;;;;;;;;;x
blood_staff_induct_descendant;Привлечь Потомка;;;;;;;;;;;;;x
blood_staff_induct_descendant_desc;Попытка пригласить этого персанажа в [From.Society.GetName]. [Root.GetHerHisCap] мнение о вас сильно повлияет на его решение…;;;;;;;;;;;;;x
# tooltips;;;;;;;;;;;;;;
blood_staff_summon_demon_cooldown_timer_tooltip;Не призывал недавно эредаров.;;;;;;;;;;;;;x
write_magic_theory_cooldown_timer_tooltip;Не писал недавно магических книг;;;;;;;;;;;;;x
artefact_hunt_cooldown_timer_tooltip;Не занимался недавно поиском;;;;;;;;;;;;;x
resist_fel_decision_necessary_tooltip;Имеет плохое качество которое надо изменить;;;;;;;;;;;;;x
resist_fel_decision_cooldown_timer_tooltip;Не сопротивлялся скверне недавно;;;;;;;;;;;;;x
induct_descendant_not_in_society_tooltip;Не заинтересовон вступать в общество;;;;;;;;;;;;;x
blood_staff_summoning_sacrolash;Призвать Леди Сакролаш;;;;;;;;;;;;;x
blood_staff_summoning_alythess;Призвать Главную чернокнижницу Алитессу;;;;;;;;;;;;;x
blood_staff_summoning_falo'reth;Призвать Тёмного волхва Фало'рету;;;;;;;;;;;;;x
blood_staff_summoning_eredar;Призвать Случайного Эредара;;;;;;;;;;;;;x
blood_staff_grimoire_of_protection_writing;Написать копию Гримуара Защиты;;;;;;;;;;;;;x
blood_staff_grimoire_of_blood_writing;Написать копию Гримуара Крови;;;;;;;;;;;;;x
blood_staff_grimoire_of_fel_writing;Написать копию Гримуара Скверны;;;;;;;;;;;;;x
blood_staff_grimoire_of_shadow_writing;Написать копию Гримуара Теней;;;;;;;;;;;;;x
blood_staff_grimoire_of_souls_writing;Написать копию Гримуара Душ;;;;;;;;;;;;;x
blood_staff_artefact_tier_1_tt;Поиск слабого артефакта с умеренной вероятностью неудачи.;;;;;;;;;;;;;x
blood_staff_artefact_tier_2_tt;Поиск среднего артефакта с маленькой вероятностью неудачи.;;;;;;;;;;;;;x
blood_staff_artefact_tier_3_tt;Поиск нормального артефакта без вероятности неудачи.;;;;;;;;;;;;;x
blood_staff_tattoo_martial_tooltip;Приготовить руну для улучшения §YВоенный§!. Неготивные последствия в виде гигантизма.;;;;;;;;;;;;;x
blood_staff_tattoo_intrigue_tooltip;Приготовить руну для улучшения §YИнтригу§!. Неготивные последствия в виде параноя.;;;;;;;;;;;;;x
blood_staff_tattoo_learning_tooltip;Приготовить руну для улучшения §YОбучаемости§!. Неготивные последствия в виде головной боли.;;;;;;;;;;;;;x
blood_staff_tattoo_fertility_tooltip;Приготовить руну для улучшения §YФертильности§!. Неготивные последствия в виде гиперсексуальностью.;;;;;;;;;;;;;x
blood_staff_decipher_success_tooltip;Вы добиваетесь прогресса в расшифровке древнего свитка.;;;;;;;;;;;;;x
blood_staff_decipher_setback_tooltip;Вы пытаетесь добиться прогресса в расшифровке древнего свитка.;;;;;;;;;;;;;x
blood_staff_decipher_failure_tooltip;Вы испытываете серьезную ошибку в расшифровке древнего свитка.;;;;;;;;;;;;;x
# triggered events;;;;;;;;;;;;;;
#This event is for joining;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_102;Blood Staff magic association welcome you. We use some magic theories about life, fel, void, blood and souls. This is for power. For Quel'Thalas. As such, you are entitled to join [From.Society.GetName] and learn more about forbidden magic. All hail Kael'thas, All hail Quel'Thalas.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_102;Расскажи мне больше о магии крови...;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_102;Это магия скверны.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_103;Ты отправил пригласительное письмо этому человеку.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_103;Новый маг крови;;;;;;;;;;;;;x
# stat pooling;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_700;Although you have yet to be formally inducted into The Blood Staff, you have been training and honing your abilities. Decoding cyphers, eavesdropping, learning how to move silently without being followed, there are many such necessities when operating in a secret society.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_700;Every new skill brings me closer to the truth.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_700;I'm not cut out for this...;;;;;;;;;;;;;x
# induct descendant;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_131;[Root.GetSocietyRank] [Root.GetFirstName],\n\nThe time has come for us to expand our influence. It has not escaped our notice that your descendants have the same blood magic heritage as you. Induct one of them into [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_134;[Root.GetSocietyRank] [Root.GetFirstName],\n\nYour success in inducting a new member into the society has been noted. They show much promise and will make a valuable contribution to [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_134;My legacy shall endure for all time.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_800;With great care, you scribe a letter to [new_recruit.GetFirstName]. You are sure to include several reasons that [From.GetSubjectPronoun] should take this invitation seriously, as well as detailed instructions on how to contact [Root.Society.GetName]. You then send the letter on its way, leaving no indication of your involvement.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_800;Now we wait.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_801;A letter arrived for you today from an unknown sender. Opening it in private, you discover that it seems to be a personal invitation to join a secret society calling themselves [From.Society.GetName]. Enclosed are instructions on how to respond if you so choose.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_801;Send the reply as instructed.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_801;Destroy it before anybody else sees it.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_802;Already the letter you sent to [From.GetFirstName] is bearing fruits. Your agents report that [From.GetSubjectPronoun] has delivered a reply indicating an expression of interest to [Root.Society.GetName].;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_802;Excellent.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_803;It seems the letter you sent to [From.GetFirstName] was for nothing. There has been no reply of any kind.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_803;I was a fool to think [From.GetSubjectPronoun] could be trusted.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_804;Arranging for some private time with [new_recruit.GetFirstName], you secretly bring along several other blood mages [From.GetPossPronoun] age, encouraging them to have fun playing in the secluded garden you have set aside for this encounter.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_804;This shall be a special memory for [From.GetObjectPronoun].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_805;Today one of your relatives brought you to a small grove where there were two blood mages waiting for you. For hours the three of you played and roughhoused in the secluded clearing.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_805;Yay! These blood mages are fun!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_805;They are far too rough for me...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_806;The blood mages gathering you arranged for [From.GetFirstName] was a great success. Once [From.GetSubjectPronoun] and the blood mages had settled down after a few hours of play, you take [From.GetFirstName] aside and explain the nature of [Root.Society.GetName], as well as the importance of secrecy.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_806;Welcome to your people, [From.GetFirstName].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_807;Despite your best efforts, [From.GetFirstName] did not enjoy [From.GetPossPronoun] time with the other blood mages, who played far too rough for [From.GetObjectPronoun].;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_807;Those darn disciples!;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_808;Having gained access to your [new_recruit.GetFirstName]'s bedchamber, you open up an old story book filled with all manner of fables and legends. Illuminated by the soft glow of a candle, you read a tale to [new_recruit.GetFirstName], enthralling [new_recruit.GetObjectPronoun] with a story about a powerful mage that rescued a demon hunter girl from a tyrannical druid.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_808;Once upon a time, there lived a beautiful demon hunter girl...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_809;Last night one of your relatives showed up and read to you a story from an old elf book... It was about a beautiful demon hunter girl, an evil druid... and a powerful mage who died for the demon hunter girl! After hearing the demon hunter girl's name, you 're sad to realize it 's a true story. Sad story about Illysanna...;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_809;I should find out more about demon magic!;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_809;What a nightmare! Demon hunters are scary...;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_810;[From.GetFirstName] is completely enraptured by your storytelling, hanging on your every word. Once you finish, you tell [From.GetObjectPronoun] to keep this story a secret, and to seek out the demon's magic once [From.GetSubjectPronoun] comes of age.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_810;[From.GetFirstName] will do me proud.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_811;As you read the storybook to [From.GetFirstName], you observe [From.GetObjectPronoun] visibly fidgeting and squirming. Pausing, you ask what is wrong, only for [From.GetObjectPronoun] to start tearing up, terrified at the very thought of demon's magic.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_811;And it was my best story too!;;;;;;;;;;;;;x
# resist fel;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_141;[Root.GetSocietyRank] [Root.GetFirstName],\n\nAs you know, many label us as evil and immoral mages. Why should we validate these accusations by harbouring abhorrent and unstable tendencies? We would like you to meditate for a time and purge your soul of fel corruption.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_144;[Root.GetSocietyRank] [Root.GetFirstName],\n\nIt pleases [Root.Society.GetName] to see your spirit purified and uplifted after your recent meditation. Such efforts help pave the way for future acceptance of blood magic and our destiny.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_144;Fel just energy like arcane [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_250;Magic is my instrument. It 's not a gift from the gods or a fanaticism of priest. This is my art, which has been reinforced by my effort! Forbidden magic? What fools came up with that word. With diligent meditation, consultation of [Root.Religion.GetScriptureName] and deep thought I will be able to manipulate the darkness that lies within fel magic.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_250;My story just begins.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_252;After several weeks dedicated to my meditation, I feel I am ready to direct my efforts towards resolving my inner conflict in a specific area.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_252;A magician who 's afraid of fel magic is weak. Warlock without ambition is worm.;;;;;;;;;;;;;x
EVTOPTB_BLOODMAGE_252;I must learn to restrain my cravings.;;;;;;;;;;;;;x
EVTOPTC_BLOODMAGE_252;Get out of my head demons!;;;;;;;;;;;;;x
EVTOPTD_BLOODMAGE_252;These dark thoughts are holding me back!;;;;;;;;;;;;;x
EVTOPTE_BLOODMAGE_252;I shall strive to serve Quel'thalas as a pious blood mage.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_253;It seems that word has got to [Root.Society.GetName] that I did not perform the meditation they expected of me.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_253;What's with them anyway? There's nothing wrong with me.;;;;;;;;;;;;;x
# amass wealth;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_151;[Root.GetSocietyRank] [Root.GetFirstName],\n\nDo you ignore arcane energy? Amass a hoard of arcane energy immediately so that you cease to be an embarrassment to [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_152;After several years of effort your ritual is finally complete. As the final step that will make you more stronger, you feel a rising energy within you, knowing that so much arcane energy is all yours to use or admire as you see fit.;;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_152;No one can stop me now!;;;;;;;;;;;;;x
# convert province;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE230;The majority of the population in [From.GetName] have embraced [Root.Culture.GetName] culture.;;;;;;;;;;;;;x
EVTDESC_BLOODMAGE231;Elves have been spotted killing discordant people [From.GetName]! Strangely, the majority of the population have chosen to welcome their new [FromFrom.Culture.GetName] overlords, leaving only a token resistance that has since gone to ground.;;;;;;;;;;;;;x
# improve province;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE280;The title of [Root.GetSocietyRank] certainly has its perks. With only a suggestion, the Mages that inhabit [From.GetName] razed every thieves guild and robber hideout in sight. Already the commoners feel safer knowing the lawless elements have been purged from the region.;;;;;;;;;;;;;x
# intrigue focus;;;;;;;;;;;;;;
EVTDESC_BLOODMAGE_161;[Root.GetSocietyRank] [Root.GetFirstName],\n\nIt has been brought to our attention that you are perhaps not spending the appropriate effort on matters of intrigue. We would like to encourage you to set aside matters of state and focus on covering your tracks from any would-be pursuers.\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_BLOODMAGE_164;[Root.GetSocietyRank] [Root.GetFirstName],\n\nWe are happy to hear that you have devoted your time to matters of intrigue. May the coming years of secrecy reward you with a longer life than those who would seek to harm [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_BLOODMAGE_164;Nobody shall be the wiser.;;;;;;;;;;;;;x
